File Used,Matching Request Item From File,Applicable Department
17.10 AME Question tracker REBUILT FOR IMPORT.xlsx,MDET Breakout,"tax, financial"
17.10 AME Question tracker REBUILT FOR IMPORT.xlsx,GPO detail,"tax, financial"
17.10 AME Question tracker REBUILT FOR IMPORT.xlsx,"Document appears to be a work in progress, please provide full copy of opinion. If not finalized, when is the opinion scheduled to be completed?","product, manufacturing"
17.10 AME Question tracker REBUILT FOR IMPORT.xlsx,"Provide a list of software, number of licenses, number of users that access license for all sites.",IT
17.10 AME Question tracker REBUILT FOR IMPORT.xlsx,Can R5E written with Orleans be used on an Amazon or Google cloud based system or does it need to be on Microsoft Azure cloud?,"IT, engineering"
17.10 AME Question tracker REBUILT FOR IMPORT.xlsx,RB FL I9s,HR
17.10 AME Question tracker REBUILT FOR IMPORT.xlsx,Please provide software license agreement for Infor.,IT
17.10 AME Question tracker REBUILT FOR IMPORT.xlsx,Please add all BAAs to the data room.,Sales and marketing
17.40 Telecom M&A CL.xlsx,"Organizational chart incl. all relevant shareholdings, branches and places of business",HR
17.40 Telecom M&A CL.xlsx,Foundation documents of all relevant companies,HR
17.40 Telecom M&A CL.xlsx,Description of the activities of each Group Company and of each Business within the Group,"HR, legal"
17.40 Telecom M&A CL.xlsx,"Documentation of the chain of transfer of the shares / partnership interests to their current holders, incl. sale and purchase agreements as well as certificate of incorporation","HR, legal"
17.40 Telecom M&A CL.xlsx,List of all current shareholders including size of respective shareholding + capitalization table,"HR, legal"
17.40 Telecom M&A CL.xlsx,Up-to-date excerpts from the commercial register with regard to all entities,"HR, legal"
17.40 Telecom M&A CL.xlsx,Up-to-date partnership agreements and by-laws,"HR, legal"
17.40 Telecom M&A CL.xlsx,"Minutes of shareholders’ meetings / partners’ meetings and shareholder resolutions / partners’ resolutions of last 3 years, if any","HR, legal"
17.40 Telecom M&A CL.xlsx,"Minutes of the meetings of any advisory board (or their committees) and of the shareholders’ committee of last 3 years, if any","HR, legal"
17.40 Telecom M&A CL.xlsx,"Copies of all agreements regarding the shares / partnership interests (including but not limited to pledges, security interests, options, nominee ships, trust agreements, usufruct, sub-participations)","HR, legal"
17.40 Telecom M&A CL.xlsx,"All contracts, agreements and covenants between the entities being acquired and related entities (including but not limited to inter-company agreements, control agreements, agreements for the transfer of profits, business management agreements and integration agreements)","HR, legal"
17.40 Telecom M&A CL.xlsx,List of all managing directors and members of advisory boards (or of their committees),"HR, legal"
17.40 Telecom M&A CL.xlsx,Company development since foundation incl. key milestones and historical development,"HR, legal"
17.40 Telecom M&A CL.xlsx,"Overview of all marketing, service and distribution agreements by region (including key details)","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"Overview of agreements with major customers (general terms of business, framework agreements, etc.), if any (including key details)","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Overview of all material suppliers and customers by product line and region (including key details and any discounts if applicable),"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"All joint venture and co-operation agreements/ descriptions, if any with other enterprises","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"Overview of confidentiality agreements, non-competition agreements and related contracts","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"List of loan agreements, guarantee agreements, contracts of surety ship and other agreements regarding liabilities of third parties (including key details)","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Shareholders loans,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"Security agreements, pledges, mortgages and other agreements establishing the rights of third parties to assets of the entities","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"List of all leases, financial leases, distribution agreements and any other contracts involving continuous obligations (including a summary of their contents)","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,List of main contracts with suppliers including key terms,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"Main contracts with distributors, licensees, agents or other persons involved in distribution","sales, marketing, product, manufacturing"
17.40 Telecom M&A CL.xlsx,Description of relevant (business critical) Intellectual Property Rights,legal
17.40 Telecom M&A CL.xlsx,"Overview, descriptions and specifications of own and developed products as well as leased/rented","product, legal, IT"
17.40 Telecom M&A CL.xlsx,Patents and applications therefore,"product, legal, IT"
17.40 Telecom M&A CL.xlsx,Trademarks and applications therefore,"product, legal, IT"
17.40 Telecom M&A CL.xlsx,Copyrights (to the extent they are ascertainable or registered),"product, legal, IT"
17.40 Telecom M&A CL.xlsx,Utility models and registered designs (including applications therefore),"product, legal, IT"
17.40 Telecom M&A CL.xlsx,List of all licenses granted or taken,"product, legal, IT"
17.40 Telecom M&A CL.xlsx,"Description of IT infrastructure (incl. billing, customer tracking, etc.)","product, legal, IT"
17.40 Telecom M&A CL.xlsx,"IT Hardware and software license description (incl. standard, technical and accounting software)","product, legal, IT"
17.40 Telecom M&A CL.xlsx,Description of R&D capabilities and product / technology road-map for coming years,"product, legal, IT"
17.40 Telecom M&A CL.xlsx,Copies of research and development agreements to which the Group is a party,"product, legal, IT"
17.40 Telecom M&A CL.xlsx,"Details of whether and how any licenses, agreements or arrangements may be affected by the acquisition (breach, termination, etc.)","product, legal, IT"
17.40 Telecom M&A CL.xlsx,Details of existing or threatened litigation or other dispute resolution proceedings with regard to the infringement or validity of owned or third party IP or IT systems within the last 3 years or any circumstances which might give rise to such litigation or proceedings,"product, legal, IT"
17.40 Telecom M&A CL.xlsx,"Quality management certifications (Certificates, quality handbooks, audit reports)","product, legal, IT"
17.40 Telecom M&A CL.xlsx,"Details of any Groups or business policies on data protection and the recording, monitoring and use of the telephone system, e-mail system and internet access","product, legal, IT"
17.40 Telecom M&A CL.xlsx,# of active subs,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,AMPU: Average Margin per User,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Subs per employee,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Average Revenue per employee,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Subs per BTS,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Subs per sq. Km (urban),"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Subs per sq. Km per MHz,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Population,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Area,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Km of roads/rail,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,CAPEX as a % of Revenues,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,CAPEX per sub,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,CAPEX per site (BTS),"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Market share of subs,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Market share of revenues,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Market share of minutes,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,OPEX per sub,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,OPEX per site (BTS),"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,OPEX per MoU,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Network OPEX as a % of Revenues,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Total OPEX as a % of Revenues,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Share of net adds,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Marginal revenue per sub,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"Minutes of Use (MoU): prepaid, postpaid, blended; incoming/outgoing; international...","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"Roaming: MoU in, MoU out","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Outgoing SMS per sub,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Average call duration,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,# of Points of Presence (POP),"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Marketing costs as a % of Revenues,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Subscriber Acquisition Costs (SAC) per net add –,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,SAC as a % of ARPU,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Subscriber Retention Costs (SRC),"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,SRC as a % of ARPU,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"ARPU: prepaid, postpaid, blended","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"ARPM: prepaid, postpaid, blended","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Average Revenue per call,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Average Revenue per site (BTS),"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Interco costs as a % of revenues,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Interco Revenues as a % of revenues,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Ratio Interco cost / Interco Revenues,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"Analysis of revenue & EBITDA mix by product lines, distribution channels & regions","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,Analysis of revenue & EBITDA mix by customer,"sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"Monthly business metrics for the last 8 quarters including composition of revenues by revenue from distribution channels, regions, product lines, etc.","sales, marketing, product"
17.40 Telecom M&A CL.xlsx,"Current average number of employees and historic development, by business unit, age profile, pay, lengths of service profile, technical skills (as FTEs and by headcount)",HR
17.40 Telecom M&A CL.xlsx,List of all additional compensation granted or promised in return for success or performance,HR
17.40 Telecom M&A CL.xlsx,Overview of all employers pension commitments and individual pension agreements and the group of affected employees,HR
17.40 Telecom M&A CL.xlsx,"Standard form employment contract, including supplementary agreements (on secrecy, employee inventions, prohibition on competition etc.)",HR
17.40 Telecom M&A CL.xlsx,Description of overall management structure and CVs of management and other key staff members,HR
17.40 Telecom M&A CL.xlsx,Standard operating procedures & manuals and analysis methodologies,"product, engineering"
17.40 Telecom M&A CL.xlsx,Details of channel and alliance partners and sales composition arising there from. Provide copies of all such channel and sales partner arrangements,"marketing, sales"
17.40 Telecom M&A CL.xlsx,"Sales by region and distribution channels, including development over time (historical & outlook). Status of sales pipeline by region, etc.","marketing, sales"
17.40 Telecom M&A CL.xlsx,Product documentation & application as well as product pipeline,"product, manufacturing"
17.40 Telecom M&A CL.xlsx,List of all pending or threatened judicial and out of court disputes (including proceedings which have ended within the last 3 years),legal
17.40 Telecom M&A CL.xlsx,Assessment of the risk of losses through respective disputes in the amount and probability,legal
17.40 Telecom M&A CL.xlsx,Audited annual accounts of the parent company (non-consolidated and consolidated accounts) and all major affiliates for last 3 years,"financial, tax"
17.40 Telecom M&A CL.xlsx,List of current account balances for last 3 years,"financial, tax"
17.40 Telecom M&A CL.xlsx,"Elimination of all extraordinary items (e.g. restructuring costs, legal disputes, extraordinary amortization of intangible assets or goodwill)","financial, tax"
17.40 Telecom M&A CL.xlsx,List of all public support programs,"financial, tax"
17.40 Telecom M&A CL.xlsx,Monthly internal reporting for the last 3 years (management accounts),"financial, tax"
17.40 Telecom M&A CL.xlsx,Current year trading (monthly),"financial, tax"
17.40 Telecom M&A CL.xlsx,Projections of planning for next 5-7 years,"financial, tax"
17.40 Telecom M&A CL.xlsx,"Business plan, incl. detailed comment on all underlying assumptions","financial, tax"
17.40 Telecom M&A CL.xlsx,Description of capital expenditure items including break down per year for last three years as well as for the business plan period,"financial, tax"
17.40 Telecom M&A CL.xlsx,"Copies of all current internal financial projections, forecasts, budgets and cash flow analyses of the company and each other entity","financial, tax"
17.40 Telecom M&A CL.xlsx,"Copies of accounting manuals, authorization manual and internal control procedure manuals","financial, tax"
17.40 Telecom M&A CL.xlsx,"Copies of all tax declarations and tax assessment notices of the entities within the last 5 years (including but not limited to corporate income tax, trade tax, VAT, social security tax and property tax)","financial, tax"
17.40 Telecom M&A CL.xlsx,Report on last tax audit and note on current or announced future tax audits,"financial, tax"
17.40 Telecom M&A CL.xlsx,List of all unpaid tax debts,"financial, tax"
17.40 Telecom M&A CL.xlsx,Complete description of all disputed with tax authorities,"financial, tax"
17.40 Telecom M&A CL.xlsx,"Description of relevant market and respective position of the Company in this market (Overview, size, historical development, trends, regional differences, influencing factors / drivers, critical success factors etc.)","marketing, sales, product"
17.40 Telecom M&A CL.xlsx,Analysis of competitive environment,"marketing, sales, product"
17.40 Telecom M&A CL.xlsx,Analysis of strategy for technology/ product development,"marketing, sales, product"
17.40 Telecom M&A CL.xlsx,Description of market structure and value creation depth,"marketing, sales, product"
17.40 Telecom M&A CL.xlsx,Distribution of all available market reports,"marketing, sales, product"
17.40 Telecom M&A CL.xlsx,Strategic focus / description of business model / depth of value creation and comment on future business potential,"marketing, sales, product"
17.40 Telecom M&A CL.xlsx,"Company brochures, presentation, etc.","marketing, sales, product"
17.40 Telecom M&A CL.xlsx,Copies of all newspaper articles and press releases of the entities within the last year if available,"marketing, sales, product"
17.14 IT M&A Checklist_V1 April 26.xlsx,Review All Workstream/Function Target Operating Models (TOMs) for Day 1 Systems/Tools Assumptions,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Identify IT-Specific Processes in Scope for the Transaction per the IT Charter,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Identify Subprocesses for each IT-Specific Process,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Define Day 1 IT Organization Design, Roles, & Responsibilities","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Define Day 1 IT Processes and Policies,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Define Day 1 IT Facilities/Locations,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Compile Day 1 TOM Systems Inventory, Ensuring that Overall IT Architecture, IT-Specific Systems/Tools, and All Systems from Workstream/Function TOMs are Included","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Conduct Cross-Functional Validation to Ensure Day 1 Target Operating Model and Systems Inventory Assumptions are Consistent and Viable, Paying Particular Attention to Facilities Assumptions for Network/Telephony Ramifications","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Based on Target Operating Model, Define Integration Program Exit Activities/Milestones","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Determine Whether IT Budget will be Centralized or Dispersed Among Teams,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"If IT Budgeting is Dispersed, Prepare and Disseminate Protocol and Timeline for Submitting Budget Line Items, and Carefully Review Submissions for Completeness","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Review Overall IT Roadmap, Postpone All Non-Critical Roadmap Projects to Allow Acquisition Focus","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Alongside Integration Leadership, Determine IT Program Staffing Model Considering all TOM Requirements, Scope, and Timing Needs","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Compile Overall IT Program Budgeting in Accordance with Guidelines Established by Integration Leadership, Adding Contingency Commensurate with Integration Uncertainty, i.e. 15-20% Initially, Reducing with Iteration When Possible","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Draft Any New Job Descriptions and Get Approval from HR,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Ensure All IT Onboarding Requirements Addressed by Program-wide Onboarding Plan, Fill Gaps if Needed","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Document New/Altered IT Processes, Including Controls","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Document New/Altered IT Policies,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Identify and Address IT Training Requirements for Day 1,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Address Departmental Performance Measurement and Incentives,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Ensure Facilities Plan Aligns with IT Organization Design Including Seating, Conference Rooms, and Auditor Facilities","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Ensure Facilities Plan Accommodates Overall Day 1 Systems Inventory, Including Network, Telephony, Bandwidth, Storage, Mobility, Etc.","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Using Systems Inventory, Prepare Corresponding Data Inventory Indicating: System Owner, Data Owner, Data Type, Corresponding Seller System and System Owner, Corresponding Seller Data Owner, Date Data is Due from Seller, and Delivery Method/Format for Data Provision","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Identify Whether Any Items on the Data Inventory Require Additional Governance, i.e. Review by Corporate Development, Finance, or Legal","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Identify RACI for Data Cleansing, Mapping, Migration, Testing, and Archiving","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Assign Data Stewardship Role(s), Assessing the Data Inventory, Data Governance Requirements, and RACI for Data Cleansing, Mapping, Migration, Testing, and Archiving","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Establish and Communicate Data Stewardship Protocols and Governance Processes,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Complete Data Cleansing-Testing and Data Archiving Programs as Designed,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Review Diligence for Information Security Protocols at Counterparty,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Based on Day 1 Target Operating Model, Assess Whether Any Security Concerns Will Exist and Require Remediation. Include Mobility, BYOD.","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Develop and Implement Remediation Plan for Any Identified Security Concerns,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Review All Target Operating Models for Employee Roles, Responsibilities, and Locations","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Determine System Access Requirements,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Alongside HR, Develop Plan to Setup Employee Master Data/Employee IDs and Email Addresses","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Determine Whether Employees Will Receive New Devices, Considering Security Image, Licensing, and Help Desk Continuity","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Determine Protocol for Legacy Email and Hard Drive Migration, Consulting Legal and HR","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Develop Consolidated IT Policies and Procedures, Including Help Desk","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Alongside Change Management, Communications, and HR, Deliver Communications and Training re IT Employee Enablement","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Determine Hardware and Software Requirements as Indicated on TOMs and System Inventory,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Assess Additional Hardware and Software Requirements for Overall IT Infrastructure/Architecture/Information Security,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Assess License Agreements for Items Transitioning from Counterparty to Determine Conveyance in Acquisition,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Assess Existing Acquirer License Agreements for Adequate Coverage to Accommodate Acquisition Scope,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Acquire Additional Licenses as Needed, Advising Corporate Development, Finance, and Integration Management of Costs","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Determine Development and Implementation Requirements as Indicated on TOMs and System Inventory,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Acquire Any Systems/Tools/Licenses for New Implementations,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Gather Functional Designs for Implementations/Development Objects/RICEFs from Stakeholders, Ensuring that Functional Designs are Provided for Each Such Item as Indicated on TOMs","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Prepare Technical Designs for All Items,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Build/Test/Deploy All Items, Ensuring that Day 1 Testing Includes All Migrated Data and Locations Prior to Day 1 Go-Live","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Compile Counterparty System Inventory,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Evaluate Counterparty and Acquirer System Inventory for Systems to be Retired Based on Day 1 TOM,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Develop Data Retention and Retirement Plan for Each System to be Retired,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"After Obtaining Sign-Off from Data Owner, Archive System Data","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Once Data is Archived, Obtain Sign-Off from System Owner for Final Retirement","IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Disable System and Terminate Licensing and Support,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Document Achievement of Integration Program Exit Criteria,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Ensure All Critical Dependencies on the Project Plan Have Been Cleared,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Document All Lessons Learned and Participate In Program Lessons Learned Readout,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Archive All Program Documentation for Use On Future Transactions,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Request Permission for Transition to Run-The-Business from Integration Leadership,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,Get Business Owner Sign-Off for All Remaining Transition Tasks,"IT, engineering"
17.14 IT M&A Checklist_V1 April 26.xlsx,"Notify Integration Leadership, Change Management, and Communications of Exit and Provide Run-The-Business Points of Contact","IT, engineering"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,Coordinate Deal Negotiations and Agreements,"sales, marketing, product"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,"Maintain Awareness of the Risk Environment, Including Potential Contingencies","sales, marketing, product"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,Assist Regulators in Deal Evaluation as Requested,"sales, marketing, product"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,Monitor Achievement of Closing Conditions,"sales, marketing, product"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,"Deliver Gun-Jumping Training, and Service as Point of Contact for Gun Jumping Questions","sales, marketing, product"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,"Define Day 1 Legal Department Target Operating Model, Including Organization Design, Systems, Facilities, and Roles/Responsibilities","sales, marketing, product"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,"Serve as Point of Contact on Legal Matters, i.e. Interpretation of Legal Agreements","sales, marketing, product"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,Monitor Legal Parameters During Escrow Period,"sales, marketing, product"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,"Advise on Design on Contingency Milestones/Measurements, i.e. for Earn Out or Other Contingent Payments","sales, marketing, product"
17.12 Legal M&A Checklist_ V1 April 26.xlsx,"Oversee Contract Migration, Novation, Termination, or Replacement for Leasholds, Vendors/Customer Contracts","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Identify Major Finance Processes in Scope for the Transaction per the Finance Charter,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Identify Subprocesses for each Major Finance Process,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Define Day 1 Finance Organization Design, Roles, & Responsibilities","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Define Day 1 Finance Processes and Policies,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Define Day 1 Finance Facilities/Locations,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Define Day 1 Finance Systems,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Conduct Cross-Functional Validation to Ensure Day 1 Target Operating Model Assumptions are Consistent and Viable,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Based on Target Operating Model, Define Integration Program Exit Activities/Milestones","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Review Overall Finance Internal Projects Roadmap, Postpone All Non-Critical Roadmap Projects to Allow Acquisition Focus","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Alongside Integration Leadership, Determine Finance Program Staffing Model Considering all TOM Requirements, Scope, and Timing Needs","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Compile Overall Finance Program Budgeting in Accordance with Guidelines Established by Integration Leadership, Adding Contingency Commensurate with Integration Uncertainty, i.e. 10-15% Initially, Reducing with Iteration When Possible","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Draft Any New Job Descriptions and Get Approval from HR,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Ensure All Finance Onboarding Requirements Addressed by Program-wide Onboarding Plan, Fill Gaps if Needed","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Document New/Altered Finance Processes, Including Controls","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Document New/Altered Finance Policies,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Identify and Address Finance Training Requirements for Day 1,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Address Departmental Performance Measurement and Incentives,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Ensure Facilities Plan Aligns with Finance Organization Design Including Seating, Conference Rooms, and Auditor Facilities","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Ensure Facilities Plan Accommodates Finance Network and Telephony Requirements, Including Access to All Finance Systems Day 1","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Ensure All Finance Systems are Included on IT Systems Inventory,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Define Desired Functionality for New/Altered Systems,"sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Define New Finance Data Structures: Chart of Accounts, Legal Entities, Profit Centers, Cost Centers","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Define New/Altered Requirements for Complicance:Tax, Statutory/Regulatory Reporting, Customs, GAAP/IFRS, Intercompany, Historical","sales, marketing, product"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Conduct Data Mapping into New/Altered Data Structure,"IT, engineering"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Refine Finance RICEFW Inventory with IT (Reports, Interfaces, Conversions, Extensions, Forms, and Workflows)","IT, engineering"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Assist IT with User Testing of Finance Systems for Day 1 Deployment,"IT, engineering"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Ensure Adequate Finance Data Retention/Archiving for Historical Reporting and Compliance,"IT, engineering"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Establish Capital Stack for the Transaction,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Establish and Fund Escrow Arrangements,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Prepare Purchase Price Accounting,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Schedule and Execute Asset Inventories,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Schedule and Execute Inventory Physical Counts,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Prepare Short Period Reports and Tax Returns,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Determine Accounting Principles for the Combined Entity,"financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,"Evaluate Deferrals. Contingency Accruals, Etc. And Adjust for Combined Entity as Needed","financial, tax"
17.15 Finance M&A Checklist_V1 April 26.xlsx,Evaluate Historical Budgeting and Forecasting Materials from Diligence,"financial, tax"
